,Sample_1,Sample_2,bMNTD,mean_bMNTD,sd_bMNTD,bNTI,Group_1,Group_2,Site1,Site2,RCb,process
17496,RJG5C3,RG28D1,0.020392958,0.011964977,0.001538703,5.47732724,RJ.G5.CGE.RJ,R.G28.DGE.R,RG28D1,RJG5C3,1,variable selection
17497,RJG5C4,RG28D1,0.034536819,0.015251454,0.00160294,12.03124623,RJ.G5.CGE.RJ,R.G28.DGE.R,RG28D1,RJG5C4,-0.1,variable selection
17498,RJG5D1,RG28D1,0.029567192,0.012897325,0.001654514,10.07538605,RJ.G5.DGE.RJ,R.G28.DGE.R,RG28D1,RJG5D1,-0.3,variable selection
17499,RJG5D2,RG28D1,0.029312121,0.012610232,0.001740476,9.596163764,RJ.G5.DGE.RJ,R.G28.DGE.R,RG28D1,RJG5D2,0.2,variable selection
17500,RJG5D3,RG28D1,0.027613983,0.011955595,0.001644712,9.520446283,RJ.G5.DGE.RJ,R.G28.DGE.R,RG28D1,RJG5D3,0.9,variable selection
17501,RJG5D4,RG28D1,0.029350479,0.012220196,0.00183946,9.312668373,RJ.G5.DGE.RJ,R.G28.DGE.R,RG28D1,RJG5D4,0.7,variable selection
17502,RJL15B1,RG28D1,0.022611121,0.014065052,0.001677796,5.093628819,RJ.L15.BAL.RJ,R.G28.DGE.R,RG28D1,RJL15B1,-0.6,variable selection
17503,RJL15B2,RG28D1,0.027178272,0.013389359,0.001535829,8.978158381,RJ.L15.BAL.RJ,R.G28.DGE.R,RG28D1,RJL15B2,-0.6,variable selection
17504,RJL15B3,RG28D1,0.087545906,0.018435315,0.00253687,27.24246654,RJ.L15.BAL.RJ,R.G28.DGE.R,RG28D1,RJL15B3,-1,variable selection
17505,RJL15B4,RG28D1,0.030364184,0.015921744,0.001549263,9.32213754,RJ.L15.BAL.RJ,R.G28.DGE.R,RG28D1,RJL15B4,-1,variable selection
17506,RJL15S1,RG28D1,0.030252083,0.014801793,0.002463684,6.271215168,RJ.L15.SAL.RJ,R.G28.DGE.R,RG28D1,RJL15S1,0.1,variable selection
17507,RJL15S2,RG28D1,0.029163554,0.013973935,0.001370761,11.0811582,RJ.L15.SAL.RJ,R.G28.DGE.R,RG28D1,RJL15S2,-0.9,variable selection
17508,RJL15S3,RG28D1,0.02819284,0.012533696,0.00136298,11.48889823,RJ.L15.SAL.RJ,R.G28.DGE.R,RG28D1,RJL15S3,-0.4,variable selection
17509,RJL15S4,RG28D1,0.026936035,0.012525074,0.001302201,11.06661613,RJ.L15.SAL.RJ,R.G28.DGE.R,RG28D1,RJL15S4,0.2,variable selection
17510,RJL25B1,RG28D1,0.020980576,0.014051144,0.001404039,4.935354573,RJ.L25.BAL.RJ,R.G28.DGE.R,RG28D1,RJL25B1,-0.2,variable selection
17511,RJL25B2,RG28D1,0.028720945,0.014544864,0.001329018,10.66658123,RJ.L25.BAL.RJ,R.G28.DGE.R,RG28D1,RJL25B2,-0.5,variable selection
17512,RJL25B3,RG28D1,0.032931026,0.018489426,0.002752043,5.247593074,RJ.L25.BAL.RJ,R.G28.DGE.R,RG28D1,RJL25B3,-0.8,variable selection
17513,RJL25B4,RG28D1,0.029193927,0.014217833,0.001603021,9.342416717,RJ.L25.BAL.RJ,R.G28.DGE.R,RG28D1,RJL25B4,-0.8,variable selection
17514,RJL25S1,RG28D1,0.063996349,0.039265947,0.01620339,1.526248583,RJ.L25.SAL.RJ,R.G28.DGE.R,RG28D1,RJL25S1,-0.8,undominated processes
17515,RJL25S2,RG28D1,0.034238992,0.01635925,0.002603245,6.868252128,RJ.L25.SAL.RJ,R.G28.DGE.R,RG28D1,RJL25S2,-0.5,variable selection
17516,RJL25S3,RG28D1,0.030320011,0.015574663,0.002282972,6.458838283,RJ.L25.SAL.RJ,R.G28.DGE.R,RG28D1,RJL25S3,-0.2,variable selection
17517,RJL25S4,RG28D1,0.045180227,0.0339637,0.028338421,0.395806365,RJ.L25.SAL.RJ,R.G28.DGE.R,RG28D1,RJL25S4,-0.9,undominated processes
17518,RJL40B1,RG28D1,0.03789169,0.015400389,0.00336324,6.687390739,RJ.L40.BAL.RJ,R.G28.DGE.R,RG28D1,RJL40B1,0.7,variable selection
17519,RJL40B2,RG28D1,0.027047108,0.013236198,0.001448491,9.534688039,RJ.L40.BAL.RJ,R.G28.DGE.R,RG28D1,RJL40B2,0.3,variable selection
17520,RJL40B3,RG28D1,0.02781697,0.012871436,0.001621073,9.219529566,RJ.L40.BAL.RJ,R.G28.DGE.R,RG28D1,RJL40B3,0.2,variable selection
17521,RJL40B4,RG28D1,0.021125029,0.012808752,0.001337869,6.216063511,RJ.L40.BAL.RJ,R.G28.DGE.R,RG28D1,RJL40B4,0.5,variable selection
17522,RJL40S1,RG28D1,0.032547557,0.01667501,0.002473364,6.417391573,RJ.L40.SAL.RJ,R.G28.DGE.R,RG28D1,RJL40S1,-0.7,variable selection
17523,RJL40S2,RG28D1,0.030957361,0.015686147,0.002453327,6.224694324,RJ.L40.SAL.RJ,R.G28.DGE.R,RG28D1,RJL40S2,-0.8,variable selection
17524,RJL40S3,RG28D1,0.029966491,0.01344102,0.001645426,10.0432788,RJ.L40.SAL.RJ,R.G28.DGE.R,RG28D1,RJL40S3,-0.1,variable selection
17525,RJL40S4,RG28D1,0.028829942,0.013462813,0.001609193,9.549585667,RJ.L40.SAL.RJ,R.G28.DGE.R,RG28D1,RJL40S4,-0.1,variable selection
17526,RL15B1,RG28D1,0.007135438,0.00724323,0.000699708,-0.154051915,R.L15.BAL.R,R.G28.DGE.R,RG28D1,RL15B1,1,dispersal limitation
17527,RL15B2,RG28D1,0.009962781,0.007268992,0.000709281,3.797918851,R.L15.BAL.R,R.G28.DGE.R,RG28D1,RL15B2,1,variable selection
17528,RL15B3,RG28D1,0.025610563,0.015978223,0.001604495,6.003348504,R.L15.BAL.R,R.G28.DGE.R,RG28D1,RL15B3,1,variable selection
17529,RL15B4,RG28D1,0.020710285,0.013940737,0.00358563,1.887965936,R.L15.BAL.R,R.G28.DGE.R,RG28D1,RL15B4,0.4,undominated processes
17530,RL15S1,RG28D1,0.024721785,0.018714487,0.002797808,2.147144813,R.L15.SAL.R,R.G28.DGE.R,RG28D1,RL15S1,1,variable selection
17531,RL15S2,RG28D1,0.032216589,0.02214192,0.00502876,2.003409919,R.L15.SAL.R,R.G28.DGE.R,RG28D1,RL15S2,1,variable selection
17532,RL15S3,RG28D1,0.032654107,0.021037388,0.002479944,4.684265863,R.L15.SAL.R,R.G28.DGE.R,RG28D1,RL15S3,1,variable selection
17533,RL15S4,RG28D1,0.0385454,0.025414405,0.002786318,4.712669302,R.L15.SAL.R,R.G28.DGE.R,RG28D1,RL15S4,0.5,variable selection
17534,RL25B1,RG28D1,0.007956888,0.008206946,0.00070303,-0.355685313,R.L25.BAL.R,R.G28.DGE.R,RG28D1,RL25B1,0.7,undominated processes
17535,RL25B2,RG28D1,0.018150764,0.018747408,0.002839342,-0.210134596,R.L25.BAL.R,R.G28.DGE.R,RG28D1,RL25B2,1,dispersal limitation
17536,RL25B3,RG28D1,0.010529542,0.011232901,0.006190322,-0.113622323,R.L25.BAL.R,R.G28.DGE.R,RG28D1,RL25B3,1,dispersal limitation
17537,RL25B4,RG28D1,0.009447843,0.009237885,0.001227174,0.171090954,R.L25.BAL.R,R.G28.DGE.R,RG28D1,RL25B4,0.5,undominated processes
17538,RL25S1,RG28D1,0.022105955,0.015277268,0.0020989,3.253459543,R.L25.SAL.R,R.G28.DGE.R,RG28D1,RL25S1,1,variable selection
17539,RL25S2,RG28D1,0.030849957,0.022973398,0.004462339,1.765118862,R.L25.SAL.R,R.G28.DGE.R,RG28D1,RL25S2,1,dispersal limitation
17540,RL25S3,RG28D1,0.022963951,0.019388655,0.004123648,0.867022666,R.L25.SAL.R,R.G28.DGE.R,RG28D1,RL25S3,0.6,undominated processes
17541,RL25S4,RG28D1,0.025189103,0.01847397,0.002021248,3.322270835,R.L25.SAL.R,R.G28.DGE.R,RG28D1,RL25S4,1,variable selection
17542,RL40B1,RG28D1,0.033587436,0.017971438,0.004084563,3.823174594,R.L40.BAL.R,R.G28.DGE.R,RG28D1,RL40B1,1,variable selection
17543,RL40B2,RG28D1,0.021818098,0.012356607,0.001351656,6.999927079,R.L40.BAL.R,R.G28.DGE.R,RG28D1,RL40B2,0.8,variable selection
17544,RL40B3,RG28D1,0.013116135,0.006838993,0.000822803,7.628976353,R.L40.BAL.R,R.G28.DGE.R,RG28D1,RL40B3,1,variable selection
17545,RL40B4,RG28D1,0.009955143,0.008495641,0.001367069,1.067614204,R.L40.BAL.R,R.G28.DGE.R,RG28D1,RL40B4,0.9,undominated processes
17546,RL40S1,RG28D1,0.034945499,0.021360314,0.00315501,4.305908321,R.L40.SAL.R,R.G28.DGE.R,RG28D1,RL40S1,1,variable selection
17547,RL40S2,RG28D1,0.022105012,0.016997155,0.001438295,3.551327271,R.L40.SAL.R,R.G28.DGE.R,RG28D1,RL40S2,1,variable selection
17548,RL40S3,RG28D1,0.027193137,0.018364653,0.002837476,3.111386598,R.L40.SAL.R,R.G28.DGE.R,RG28D1,RL40S3,1,variable selection
17549,RL40S4,RG28D1,0.026500742,0.019915147,0.002389051,2.756573823,R.L40.SAL.R,R.G28.DGE.R,RG28D1,RL40S4,1,variable selection
17550,RG28D3,RG28D2,0.005792095,0.003581529,0.000348482,6.343424665,R.G28.DGE.R,R.G28.DGE.R,RG28D2,RG28D3,1,variable selection
17551,RG28D4,RG28D2,0.004624866,0.004061907,0.00038657,1.456289384,R.G28.DGE.R,R.G28.DGE.R,RG28D2,RG28D4,1,dispersal limitation
17552,RG28J1,RG28D2,0.003903674,0.003956843,0.00040706,-0.130618836,R.G28.JGE.R,R.G28.DGE.R,RG28D2,RG28J1,1,dispersal limitation
17553,RG28J2,RG28D2,0.003691657,0.003567518,0.00038156,0.325345002,R.G28.JGE.R,R.G28.DGE.R,RG28D2,RG28J2,1,dispersal limitation
17554,RG28J3,RG28D2,0.003544575,0.003859024,0.000437509,-0.718726443,R.G28.JGE.R,R.G28.DGE.R,RG28D2,RG28J3,1,dispersal limitation
17555,RG28J4,RG28D2,0.003462482,0.003520275,0.000324161,-0.178284097,R.G28.JGE.R,R.G28.DGE.R,RG28D2,RG28J4,1,dispersal limitation
17556,RG36D1,RG28D2,0.005262303,0.006219699,0.000734904,-1.302748531,R.G36.DGE.R,R.G28.DGE.R,RG28D2,RG36D1,1,dispersal limitation
17557,RG36D2,RG28D2,0.006987959,0.007449679,0.000820903,-0.562452832,R.G36.DGE.R,R.G28.DGE.R,RG28D2,RG36D2,1,dispersal limitation
17558,RG36D3,RG28D2,0.006583858,0.007290278,0.000745894,-0.947079172,R.G36.DGE.R,R.G28.DGE.R,RG28D2,RG36D3,1,dispersal limitation
17559,RG36D4,RG28D2,0.008068015,0.007370759,0.002010934,0.346732726,R.G36.DGE.R,R.G28.DGE.R,RG28D2,RG36D4,1,dispersal limitation
17560,RG36G1,RG28D2,0.010010081,0.008950966,0.001127795,0.939101876,R.G36.GGE.R,R.G28.DGE.R,RG28D2,RG36G1,1,dispersal limitation
17561,RG36G2,RG28D2,0.009189064,0.009291324,0.000774146,-0.132093745,R.G36.GGE.R,R.G28.DGE.R,RG28D2,RG36G2,0.9,undominated processes
17562,RG36G3,RG28D2,0.009993867,0.008621849,0.000505694,2.71313988,R.G36.GGE.R,R.G28.DGE.R,RG28D2,RG36G3,1,variable selection
17563,RG36G4,RG28D2,0.006824334,0.007433168,0.000709206,-0.858472473,R.G36.GGE.R,R.G28.DGE.R,RG28D2,RG36G4,1,dispersal limitation
17564,RG5C1,RG28D2,0.012515428,0.007492279,0.001131874,4.437904187,R.G5.CGE.R,R.G28.DGE.R,RG28D2,RG5C1,1,variable selection
17565,RG5C2,RG28D2,0.021150202,0.009421136,0.001663282,7.051761586,R.G5.CGE.R,R.G28.DGE.R,RG28D2,RG5C2,0.9,variable selection
17566,RG5C3,RG28D2,0.016785297,0.011089802,0.001724481,3.302729677,R.G5.CGE.R,R.G28.DGE.R,RG28D2,RG5C3,1,variable selection
17567,RG5C4,RG28D2,0.006848166,0.005665266,0.000435917,2.7135873,R.G5.CGE.R,R.G28.DGE.R,RG28D2,RG5C4,1,variable selection
17568,RG5Z1,RG28D2,0.004732142,0.00439687,0.000433622,0.77318976,R.G5.ZGE.R,R.G28.DGE.R,RG28D2,RG5Z1,1,dispersal limitation
17569,RG5Z2,RG28D2,0.005301143,0.004934389,0.000514764,0.712471017,R.G5.ZGE.R,R.G28.DGE.R,RG28D2,RG5Z2,1,dispersal limitation
17570,RG5Z3,RG28D2,0.004886495,0.004793819,0.000260011,0.356429899,R.G5.ZGE.R,R.G28.DGE.R,RG28D2,RG5Z3,1,dispersal limitation
17571,RG5Z4,RG28D2,0.005272364,0.005424547,0.000500862,-0.303841706,R.G5.ZGE.R,R.G28.DGE.R,RG28D2,RG5Z4,1,dispersal limitation
17572,RJG0C1,RG28D2,0.018269676,0.011996772,0.002512286,2.496890763,RJ.G0.CGE.RJ,R.G28.DGE.R,RG28D2,RJG0C1,0.8,variable selection
17573,RJG0C2,RG28D2,0.104812555,0.013261293,0.004681758,19.55489076,RJ.G0.CGE.RJ,R.G28.DGE.R,RG28D2,RJG0C2,0.7,variable selection
17574,RJG0C3,RG28D2,0.015544342,0.009559298,0.000786593,7.60881778,RJ.G0.CGE.RJ,R.G28.DGE.R,RG28D2,RJG0C3,1,variable selection
17575,RJG0C4,RG28D2,0.016144753,0.01029935,0.000879431,6.646800185,RJ.G0.CGE.RJ,R.G28.DGE.R,RG28D2,RJG0C4,0.8,variable selection
17576,RJG15C1,RG28D2,0.014371215,0.009046846,0.000701513,7.589838525,RJ.G15.CGE.RJ,R.G28.DGE.R,RG28D2,RJG15C1,1,variable selection
17577,RJG15C2,RG28D2,0.014537238,0.009504782,0.000772876,6.511335366,RJ.G15.CGE.RJ,R.G28.DGE.R,RG28D2,RJG15C2,0.9,variable selection
17578,RJG15C3,RG28D2,0.015433682,0.008584733,0.000712145,9.617354475,RJ.G15.CGE.RJ,R.G28.DGE.R,RG28D2,RJG15C3,1,variable selection
17579,RJG15C4,RG28D2,0.014725389,0.008911258,0.000723421,8.036999407,RJ.G15.CGE.RJ,R.G28.DGE.R,RG28D2,RJG15C4,1,variable selection
17580,RJG15D1,RG28D2,0.023077809,0.013070915,0.002589426,3.864521389,RJ.G15.DGE.RJ,R.G28.DGE.R,RG28D2,RJG15D1,0.8,variable selection
17581,RJG15D2,RG28D2,0.014721802,0.008914886,0.000771425,7.527516292,RJ.G15.DGE.RJ,R.G28.DGE.R,RG28D2,RJG15D2,0.9,variable selection
17582,RJG15D3,RG28D2,0.014331446,0.008587064,0.000642106,8.946157744,RJ.G15.DGE.RJ,R.G28.DGE.R,RG28D2,RJG15D3,1,variable selection
17583,RJG15D4,RG28D2,0.016055074,0.009011656,0.00080607,8.737968959,RJ.G15.DGE.RJ,R.G28.DGE.R,RG28D2,RJG15D4,0.9,variable selection
17584,RJG28D1,RG28D2,0.012567161,0.00837085,0.000776222,5.406069248,RJ.G28.DGE.RJ,R.G28.DGE.R,RG28D2,RJG28D1,1,variable selection
17585,RJG28D2,RG28D2,0.011502164,0.007521946,0.000773704,5.144366438,RJ.G28.DGE.RJ,R.G28.DGE.R,RG28D2,RJG28D2,1,variable selection
17586,RJG28D3,RG28D2,0.075188982,0.031728517,0.004193989,10.36256141,RJ.G28.DGE.RJ,R.G28.DGE.R,RG28D2,RJG28D3,1,variable selection
17587,RJG28D4,RG28D2,0.010702677,0.007024974,0.000527527,6.971592831,RJ.G28.DGE.RJ,R.G28.DGE.R,RG28D2,RJG28D4,1,variable selection
17588,RJG28J1,RG28D2,0.014069853,0.008385858,0.000756614,7.512415147,RJ.G28.JGE.RJ,R.G28.DGE.R,RG28D2,RJG28J1,1,variable selection
17589,RJG28J2,RG28D2,0.013097307,0.007864552,0.00062697,8.346097407,RJ.G28.JGE.RJ,R.G28.DGE.R,RG28D2,RJG28J2,1,variable selection
17590,RJG28J3,RG28D2,0.013865605,0.008503372,0.000552924,9.697953784,RJ.G28.JGE.RJ,R.G28.DGE.R,RG28D2,RJG28J3,1,variable selection
17591,RJG28J4,RG28D2,0.013345263,0.007656191,0.000673331,8.449146695,RJ.G28.JGE.RJ,R.G28.DGE.R,RG28D2,RJG28J4,1,variable selection
17592,RJG36D1,RG28D2,0.016453263,0.010867712,0.0009208,6.06597536,RJ.G36.DGE.RJ,R.G28.DGE.R,RG28D2,RJG36D1,0.5,variable selection
17593,RJG36D2,RG28D2,0.016862475,0.012218376,0.001043522,4.45040904,RJ.G36.DGE.RJ,R.G28.DGE.R,RG28D2,RJG36D2,0,variable selection
17594,RJG36D3,RG28D2,0.102707779,0.013653373,0.003538607,25.16651611,RJ.G36.DGE.RJ,R.G28.DGE.R,RG28D2,RJG36D3,-0.4,variable selection
17595,RJG36D4,RG28D2,0.015537516,0.011400795,0.000877603,4.71365681,RJ.G36.DGE.RJ,R.G28.DGE.R,RG28D2,RJG36D4,-0.4,variable selection
17596,RJG36G1,RG28D2,0.017695823,0.012112968,0.000873234,6.393307646,RJ.G36.GGE.RJ,R.G28.DGE.R,RG28D2,RJG36G1,-0.8,variable selection
17597,RJG36G2,RG28D2,0.015780858,0.011727899,0.000795859,5.092560255,RJ.G36.GGE.RJ,R.G28.DGE.R,RG28D2,RJG36G2,0,variable selection
17598,RJG36G3,RG28D2,0.015436225,0.011624185,0.000887944,4.293109928,RJ.G36.GGE.RJ,R.G28.DGE.R,RG28D2,RJG36G3,-0.7,variable selection
17599,RJG36G4,RG28D2,0.01358378,0.009663528,0.00076722,5.109682068,RJ.G36.GGE.RJ,R.G28.DGE.R,RG28D2,RJG36G4,0.8,variable selection
17600,RJG5C1,RG28D2,0.037329835,0.017905582,0.005238028,3.708314116,RJ.G5.CGE.RJ,R.G28.DGE.R,RG28D2,RJG5C1,-0.3,variable selection
17601,RJG5C2,RG28D2,0.105510423,0.013495501,0.003753935,24.51159477,RJ.G5.CGE.RJ,R.G28.DGE.R,RG28D2,RJG5C2,0.3,variable selection
17602,RJG5C3,RG28D2,0.01210754,0.00882765,0.000915757,3.581615391,RJ.G5.CGE.RJ,R.G28.DGE.R,RG28D2,RJG5C3,1,variable selection
17603,RJG5C4,RG28D2,0.022843493,0.012020319,0.000894311,12.10224574,RJ.G5.CGE.RJ,R.G28.DGE.R,RG28D2,RJG5C4,-0.3,variable selection
17604,RJG5D1,RG28D2,0.018337883,0.010203844,0.000685692,11.86252124,RJ.G5.DGE.RJ,R.G28.DGE.R,RG28D2,RJG5D1,-0.2,variable selection
17605,RJG5D2,RG28D2,0.017525313,0.009975449,0.000811783,9.300345458,RJ.G5.DGE.RJ,R.G28.DGE.R,RG28D2,RJG5D2,0.7,variable selection
17606,RJG5D3,RG28D2,0.015440677,0.009190367,0.000657941,9.499801966,RJ.G5.DGE.RJ,R.G28.DGE.R,RG28D2,RJG5D3,0.8,variable selection
17607,RJG5D4,RG28D2,0.019374844,0.010051501,0.000849235,10.97852546,RJ.G5.DGE.RJ,R.G28.DGE.R,RG28D2,RJG5D4,1,variable selection
17608,RJL15B1,RG28D2,0.013200965,0.011002249,0.000711758,3.089133144,RJ.L15.BAL.RJ,R.G28.DGE.R,RG28D2,RJL15B1,0.3,variable selection
17609,RJL15B2,RG28D2,0.014199539,0.010654242,0.000746309,4.750443345,RJ.L15.BAL.RJ,R.G28.DGE.R,RG28D2,RJL15B2,0.2,variable selection
17610,RJL15B3,RG28D2,0.077470897,0.016518121,0.00423748,14.38420519,RJ.L15.BAL.RJ,R.G28.DGE.R,RG28D2,RJL15B3,-0.7,variable selection
17611,RJL15B4,RG28D2,0.01490303,0.011744681,0.000988991,3.193506073,RJ.L15.BAL.RJ,R.G28.DGE.R,RG28D2,RJL15B4,-0.4,variable selection
17612,RJL15S1,RG28D2,0.018116156,0.01383726,0.004438885,0.963957319,RJ.L15.SAL.RJ,R.G28.DGE.R,RG28D2,RJL15S1,0.8,undominated processes
17613,RJL15S2,RG28D2,0.014874573,0.010567873,0.000814438,5.287938407,RJ.L15.SAL.RJ,R.G28.DGE.R,RG28D2,RJL15S2,-0.5,variable selection
17614,RJL15S3,RG28D2,0.013450047,0.009180159,0.000656765,6.501393741,RJ.L15.SAL.RJ,R.G28.DGE.R,RG28D2,RJL15S3,0.6,variable selection
17615,RJL15S4,RG28D2,0.013405051,0.009767769,0.000760311,4.783937622,RJ.L15.SAL.RJ,R.G28.DGE.R,RG28D2,RJL15S4,0.3,variable selection
17616,RJL25B1,RG28D2,0.012498473,0.010991817,0.001079196,1.396090953,RJ.L25.BAL.RJ,R.G28.DGE.R,RG28D2,RJL25B1,0.5,undominated processes
17617,RJL25B2,RG28D2,0.015880701,0.011851363,0.000848153,4.750720638,RJ.L25.BAL.RJ,R.G28.DGE.R,RG28D2,RJL25B2,-0.4,variable selection
17618,RJL25B3,RG28D2,0.018482858,0.016392934,0.00425489,0.491181526,RJ.L25.BAL.RJ,R.G28.DGE.R,RG28D2,RJL25B3,-0.5,undominated processes
17619,RJL25B4,RG28D2,0.01704815,0.011463742,0.00087353,6.392921633,RJ.L25.BAL.RJ,R.G28.DGE.R,RG28D2,RJL25B4,-0.4,variable selection
17620,RJL25S1,RG28D2,0.056357266,0.036180386,0.017513062,1.152104644,RJ.L25.SAL.RJ,R.G28.DGE.R,RG28D2,RJL25S1,0.3,undominated processes
17621,RJL25S2,RG28D2,0.020983246,0.015263616,0.004425292,1.292486417,RJ.L25.SAL.RJ,R.G28.DGE.R,RG28D2,RJL25S2,0.4,undominated processes
17622,RJL25S3,RG28D2,0.017779672,0.012582661,0.00225178,2.307957056,RJ.L25.SAL.RJ,R.G28.DGE.R,RG28D2,RJL25S3,-0.2,variable selection
17623,RJL25S4,RG28D2,0.030011133,0.02744233,0.013504289,0.190221267,RJ.L25.SAL.RJ,R.G28.DGE.R,RG28D2,RJL25S4,-0.5,undominated processes
17624,RJL40B1,RG28D2,0.017421354,0.011247887,0.001732699,3.562918651,RJ.L40.BAL.RJ,R.G28.DGE.R,RG28D2,RJL40B1,1,variable selection
17625,RJL40B2,RG28D2,0.014694439,0.009921171,0.000629437,7.58339727,RJ.L40.BAL.RJ,R.G28.DGE.R,RG28D2,RJL40B2,0.8,variable selection
17626,RJL40B3,RG28D2,0.01453703,0.009595873,0.000580864,8.506570345,RJ.L40.BAL.RJ,R.G28.DGE.R,RG28D2,RJL40B3,0.9,variable selection
17627,RJL40B4,RG28D2,0.011464154,0.009127045,0.000772707,3.024575377,RJ.L40.BAL.RJ,R.G28.DGE.R,RG28D2,RJL40B4,0.9,variable selection
17628,RJL40S1,RG28D2,0.019812793,0.014872569,0.004071171,1.213464952,RJ.L40.SAL.RJ,R.G28.DGE.R,RG28D2,RJL40S1,0.2,undominated processes
17629,RJL40S2,RG28D2,0.016440374,0.011960691,0.00214726,2.086232208,RJ.L40.SAL.RJ,R.G28.DGE.R,RG28D2,RJL40S2,0.4,variable selection
17630,RJL40S3,RG28D2,0.014207789,0.01011908,0.000816692,5.00642677,RJ.L40.SAL.RJ,R.G28.DGE.R,RG28D2,RJL40S3,-0.1,variable selection
17631,RJL40S4,RG28D2,0.014670655,0.010546101,0.000765178,5.390319008,RJ.L40.SAL.RJ,R.G28.DGE.R,RG28D2,RJL40S4,0.4,variable selection
17632,RL15B1,RG28D2,0.005808749,0.006706728,0.000405793,-2.212897448,R.L15.BAL.R,R.G28.DGE.R,RG28D2,RL15B1,1,homogeneous selection
17633,RL15B2,RG28D2,0.008573364,0.006333672,0.000523994,4.274268185,R.L15.BAL.R,R.G28.DGE.R,RG28D2,RL15B2,1,variable selection
17634,RL15B3,RG28D2,0.022439901,0.013833359,0.001258935,6.836364542,R.L15.BAL.R,R.G28.DGE.R,RG28D2,RL15B3,1,variable selection
17635,RL15B4,RG28D2,0.010549413,0.010506526,0.003674664,0.011671062,R.L15.BAL.R,R.G28.DGE.R,RG28D2,RL15B4,0.9,undominated processes
17636,RL15S1,RG28D2,0.013896257,0.013416122,0.001496994,0.320732657,R.L15.SAL.R,R.G28.DGE.R,RG28D2,RL15S1,1,dispersal limitation
17637,RL15S2,RG28D2,0.022825086,0.015460876,0.001871986,3.933902351,R.L15.SAL.R,R.G28.DGE.R,RG28D2,RL15S2,1,variable selection
17638,RL15S3,RG28D2,0.051717435,0.021904318,0.005193892,5.740034435,R.L15.SAL.R,R.G28.DGE.R,RG28D2,RL15S3,1,variable selection
17639,RL15S4,RG28D2,0.051806232,0.023244675,0.00374865,7.619157249,R.L15.SAL.R,R.G28.DGE.R,RG28D2,RL15S4,0.8,variable selection
17640,RL25B1,RG28D2,0.010216369,0.008088181,0.001285311,1.655777178,R.L25.BAL.R,R.G28.DGE.R,RG28D2,RL25B1,0.7,undominated processes
17641,RL25B2,RG28D2,0.032729885,0.02770137,0.010769298,0.466930674,R.L25.BAL.R,R.G28.DGE.R,RG28D2,RL25B2,1,dispersal limitation
17642,RL25B3,RG28D2,0.009557729,0.011587539,0.006463874,-0.314023759,R.L25.BAL.R,R.G28.DGE.R,RG28D2,RL25B3,1,dispersal limitation
17643,RL25B4,RG28D2,0.010306613,0.009680968,0.001292958,0.483886392,R.L25.BAL.R,R.G28.DGE.R,RG28D2,RL25B4,1,dispersal limitation
17644,RL25S1,RG28D2,0.017469256,0.01345852,0.001338916,2.99551004,R.L25.SAL.R,R.G28.DGE.R,RG28D2,RL25S1,1,variable selection
17645,RL25S2,RG28D2,0.036051123,0.019839651,0.003481189,4.656877866,R.L25.SAL.R,R.G28.DGE.R,RG28D2,RL25S2,1,variable selection
17646,RL25S3,RG28D2,0.020393767,0.015564603,0.003915009,1.2335,R.L25.SAL.R,R.G28.DGE.R,RG28D2,RL25S3,1,dispersal limitation
17647,RL25S4,RG28D2,0.054342172,0.022630957,0.007443057,4.260509534,R.L25.SAL.R,R.G28.DGE.R,RG28D2,RL25S4,1,variable selection
17648,RL40B1,RG28D2,0.021414857,0.016035753,0.002511208,2.142038396,R.L40.BAL.R,R.G28.DGE.R,RG28D2,RL40B1,1,variable selection
17649,RL40B2,RG28D2,0.018034223,0.01163571,0.001764447,3.626356708,R.L40.BAL.R,R.G28.DGE.R,RG28D2,RL40B2,1,variable selection
17650,RL40B3,RG28D2,0.012475419,0.007711908,0.000790201,6.028225381,R.L40.BAL.R,R.G28.DGE.R,RG28D2,RL40B3,1,variable selection
17651,RL40B4,RG28D2,0.010413653,0.00842751,0.001468834,1.352190106,R.L40.BAL.R,R.G28.DGE.R,RG28D2,RL40B4,1,dispersal limitation
17652,RL40S1,RG28D2,0.044209994,0.019727076,0.004208231,5.817865231,R.L40.SAL.R,R.G28.DGE.R,RG28D2,RL40S1,1,variable selection
17653,RL40S2,RG28D2,0.029812605,0.020007889,0.00462458,2.120131306,R.L40.SAL.R,R.G28.DGE.R,RG28D2,RL40S2,1,variable selection
17654,RL40S3,RG28D2,0.04057134,0.017715526,0.003774201,6.05580188,R.L40.SAL.R,R.G28.DGE.R,RG28D2,RL40S3,1,variable selection
17655,RL40S4,RG28D2,0.058355334,0.024016824,0.008286695,4.143812341,R.L40.SAL.R,R.G28.DGE.R,RG28D2,RL40S4,1,variable selection
17656,RG28D4,RG28D3,0.006732428,0.003844825,0.000344886,8.372636635,R.G28.DGE.R,R.G28.DGE.R,RG28D3,RG28D4,1,variable selection
17657,RG28J1,RG28D3,0.008243101,0.00529276,0.000757897,3.892800763,R.G28.JGE.R,R.G28.DGE.R,RG28D3,RG28J1,1,variable selection
17658,RG28J2,RG28D3,0.008656385,0.004834918,0.000617248,6.191132667,R.G28.JGE.R,R.G28.DGE.R,RG28D3,RG28J2,1,variable selection
