,Sample_1,Sample_2,bMNTD,mean_bMNTD,sd_bMNTD,bNTI,Group_1,Group_2,Site1,Site2,RCb,process
1227,RJG5D4,G152,0.01002866,0.006345399,0.000606782,6.070157374,RJ.G5.DGE.RJ,G15GE.S,G152,RJG5D4,1,variable selection
1228,RJL15B1,G152,0.010471682,0.007210591,0.000589299,5.533850987,RJ.L15.BAL.RJ,G15GE.S,G152,RJL15B1,1,variable selection
1229,RJL15B2,G152,0.010334257,0.007266693,0.000654451,4.687229941,RJ.L15.BAL.RJ,G15GE.S,G152,RJL15B2,1,variable selection
1230,RJL15B3,G152,0.013958835,0.009085764,0.000815543,5.975244512,RJ.L15.BAL.RJ,G15GE.S,G152,RJL15B3,1,variable selection
1231,RJL15B4,G152,0.011608608,0.007349944,0.000575648,7.398030685,RJ.L15.BAL.RJ,G15GE.S,G152,RJL15B4,1,variable selection
1232,RJL15S1,G152,0.015738637,0.008694858,0.0014302,4.925031639,RJ.L15.SAL.RJ,G15GE.S,G152,RJL15S1,0.9,variable selection
1233,RJL15S2,G152,0.012917524,0.007277893,0.000716262,7.873694988,RJ.L15.SAL.RJ,G15GE.S,G152,RJL15S2,1,variable selection
1234,RJL15S3,G152,0.017935922,0.00851815,0.001420788,6.628555494,RJ.L15.SAL.RJ,G15GE.S,G152,RJL15S3,1,variable selection
1235,RJL15S4,G152,0.015923643,0.008721966,0.001435859,5.015589411,RJ.L15.SAL.RJ,G15GE.S,G152,RJL15S4,1,variable selection
1236,RJL25B1,G152,0.011102682,0.006911098,0.000405468,10.3376544,RJ.L25.BAL.RJ,G15GE.S,G152,RJL25B1,1,variable selection
1237,RJL25B2,G152,0.014839958,0.008426007,0.000522565,12.27398486,RJ.L25.BAL.RJ,G15GE.S,G152,RJL25B2,0.9,variable selection
1238,RJL25B3,G152,0.011477466,0.008027807,0.000455124,7.579607948,RJ.L25.BAL.RJ,G15GE.S,G152,RJL25B3,1,variable selection
1239,RJL25B4,G152,0.010827232,0.006782323,0.000678425,5.962201949,RJ.L25.BAL.RJ,G15GE.S,G152,RJL25B4,1,variable selection
1240,RJL25S1,G152,0.041190142,0.020790002,0.003592664,5.678276905,RJ.L25.SAL.RJ,G15GE.S,G152,RJL25S1,1,variable selection
1241,RJL25S2,G152,0.016160623,0.009677022,0.000728573,8.899037612,RJ.L25.SAL.RJ,G15GE.S,G152,RJL25S2,0.9,variable selection
1242,RJL25S3,G152,0.011261406,0.007990616,0.000957976,3.414271945,RJ.L25.SAL.RJ,G15GE.S,G152,RJL25S3,0.9,variable selection
1243,RJL25S4,G152,0.024409736,0.026706169,0.013762227,-0.166864922,RJ.L25.SAL.RJ,G15GE.S,G152,RJL25S4,0.9,undominated processes
1244,RJL40B1,G152,0.031478346,0.01183433,0.005104311,3.848515086,RJ.L40.BAL.RJ,G15GE.S,G152,RJL40B1,1,variable selection
1245,RJL40B2,G152,0.009438171,0.006482355,0.000508451,5.813374479,RJ.L40.BAL.RJ,G15GE.S,G152,RJL40B2,1,variable selection
1246,RJL40B3,G152,0.008365039,0.006356573,0.000607333,3.307025125,RJ.L40.BAL.RJ,G15GE.S,G152,RJL40B3,1,variable selection
1247,RJL40B4,G152,0.009761912,0.005978927,0.000396334,9.544946415,RJ.L40.BAL.RJ,G15GE.S,G152,RJL40B4,1,variable selection
1248,RJL40S1,G152,0.021144005,0.010808738,0.001179061,8.765677751,RJ.L40.SAL.RJ,G15GE.S,G152,RJL40S1,0.8,variable selection
1249,RJL40S2,G152,0.015133194,0.008728097,0.000753707,8.498128836,RJ.L40.SAL.RJ,G15GE.S,G152,RJL40S2,1,variable selection
1250,RJL40S3,G152,0.022051468,0.010644402,0.001824745,6.251318792,RJ.L40.SAL.RJ,G15GE.S,G152,RJL40S3,0.9,variable selection
1251,RJL40S4,G152,0.018031292,0.009377417,0.001209204,7.156669865,RJ.L40.SAL.RJ,G15GE.S,G152,RJL40S4,1,variable selection
1252,RL15B1,G152,0.053860156,0.015791563,0.002471246,15.40461323,R.L15.BAL.R,G15GE.S,G152,RL15B1,-0.9,variable selection
1253,RL15B2,G152,0.09313324,0.018437777,0.003092605,24.15292394,R.L15.BAL.R,G15GE.S,G152,RL15B2,-0.8,variable selection
1254,RL15B3,G152,0.124066437,0.031328919,0.003576118,25.93245543,R.L15.BAL.R,G15GE.S,G152,RL15B3,0.1,variable selection
1255,RL15B4,G152,0.10067612,0.018350036,0.003152496,26.11457415,R.L15.BAL.R,G15GE.S,G152,RL15B4,-0.2,variable selection
1256,RL15S1,G152,0.074734844,0.041527333,0.020110447,1.651256737,R.L15.SAL.R,G15GE.S,G152,RL15S1,0.3,undominated processes
1257,RL15S2,G152,0.10854505,0.038405111,0.013806906,5.080061934,R.L15.SAL.R,G15GE.S,G152,RL15S2,0.3,variable selection
1258,RL15S3,G152,0.088434384,0.031856883,0.004369472,12.94835978,R.L15.SAL.R,G15GE.S,G152,RL15S3,-0.4,variable selection
1259,RL15S4,G152,0.074636843,0.032066568,0.005221329,8.153148761,R.L15.SAL.R,G15GE.S,G152,RL15S4,0.6,variable selection
1260,RL25B1,G152,0.16455537,0.017088998,0.003868725,38.11756563,R.L25.BAL.R,G15GE.S,G152,RL25B1,-0.8,variable selection
1261,RL25B2,G152,0.126243143,0.043948181,0.005193895,15.84455657,R.L25.BAL.R,G15GE.S,G152,RL25B2,-0.5,variable selection
1262,RL25B3,G152,0.179641663,0.021862108,0.00452207,34.89100349,R.L25.BAL.R,G15GE.S,G152,RL25B3,-0.9,variable selection
1263,RL25B4,G152,0.13834697,0.021183731,0.002737728,42.7957999,R.L25.BAL.R,G15GE.S,G152,RL25B4,-1,variable selection
1264,RL25S1,G152,0.056929834,0.027233637,0.002081463,14.26698018,R.L25.SAL.R,G15GE.S,G152,RL25S1,-0.5,variable selection
1265,RL25S2,G152,0.12379566,0.040430245,0.012361742,6.743824184,R.L25.SAL.R,G15GE.S,G152,RL25S2,0.6,variable selection
1266,RL25S3,G152,0.089738027,0.027023549,0.005319737,11.78901813,R.L25.SAL.R,G15GE.S,G152,RL25S3,-0.5,variable selection
1267,RL25S4,G152,0.111967277,0.039193055,0.006785717,10.72461784,R.L25.SAL.R,G15GE.S,G152,RL25S4,-0.4,variable selection
1268,RL40B1,G152,0.145118623,0.037530012,0.01172733,9.174177842,R.L40.BAL.R,G15GE.S,G152,RL40B1,-0.1,variable selection
1269,RL40B2,G152,0.115402912,0.024569927,0.004213346,21.55839733,R.L40.BAL.R,G15GE.S,G152,RL40B2,-1,variable selection
1270,RL40B3,G152,0.136379335,0.021048204,0.003400253,33.91840137,R.L40.BAL.R,G15GE.S,G152,RL40B3,-0.9,variable selection
1271,RL40B4,G152,0.091584704,0.015117473,0.001983369,38.55421439,R.L40.BAL.R,G15GE.S,G152,RL40B4,-1,variable selection
1272,RL40S1,G152,0.111556384,0.035078853,0.004828204,15.83974684,R.L40.SAL.R,G15GE.S,G152,RL40S1,-0.4,variable selection
1273,RL40S2,G152,0.053545702,0.026554682,0.002394956,11.26994486,R.L40.SAL.R,G15GE.S,G152,RL40S2,-0.1,variable selection
1274,RL40S3,G152,0.075648174,0.033838517,0.00451935,9.251254471,R.L40.SAL.R,G15GE.S,G152,RL40S3,-0.7,variable selection
1275,RL40S4,G152,0.113498282,0.040163299,0.007588979,9.663353574,R.L40.SAL.R,G15GE.S,G152,RL40S4,0.4,variable selection
1276,G154,G153,0.003739767,0.003214068,0.000231966,2.26626869,G15GE.S,G15GE.S,G153,G154,1,variable selection
1277,G281,G153,0.004453454,0.003933347,0.000296476,1.754296264,G28GE.S,G15GE.S,G153,G281,1,dispersal limitation
1278,G282,G153,0.003973332,0.003803488,0.000401776,0.422732729,G28GE.S,G15GE.S,G153,G282,1,dispersal limitation
1279,G283,G153,0.005027308,0.004731747,0.000614196,0.481217071,G28GE.S,G15GE.S,G153,G283,1,dispersal limitation
1280,G284,G153,0.004985555,0.004533904,0.00059606,0.757727608,G28GE.S,G15GE.S,G153,G284,1,dispersal limitation
1281,G361,G153,0.006869854,0.005853612,0.000589278,1.72455207,G36GE.S,G15GE.S,G153,G361,1,dispersal limitation
1282,G362,G153,0.005531335,0.004896453,0.000428365,1.482104214,G36GE.S,G15GE.S,G153,G362,1,dispersal limitation
1283,G363,G153,0.004807811,0.00465127,0.000384347,0.407291312,G36GE.S,G15GE.S,G153,G363,1,dispersal limitation
1284,G364,G153,0.005507987,0.004627018,0.000343262,2.56646426,G36GE.S,G15GE.S,G153,G364,1,variable selection
1285,G51,G153,0.005106365,0.004720368,0.00027995,1.3788091,G5GE.S,G15GE.S,G153,G51,1,dispersal limitation
1286,G52,G153,0.005974347,0.004773267,0.000397444,3.022007172,G5GE.S,G15GE.S,G153,G52,1,variable selection
1287,G53,G153,0.005653584,0.004648359,0.000318596,3.155170547,G5GE.S,G15GE.S,G153,G53,1,variable selection
1288,G54,G153,0.005590599,0.004645073,0.000370234,2.553859759,G5GE.S,G15GE.S,G153,G54,1,variable selection
1289,L151,G153,0.006248405,0.005816662,0.00051728,0.834640443,L15AL.S,G15GE.S,G153,L151,1,dispersal limitation
1290,L152,G153,0.007560513,0.006185009,0.000626065,2.197062495,L15AL.S,G15GE.S,G153,L152,1,variable selection
1291,L153,G153,0.006601921,0.006118434,0.000498434,0.970012419,L15AL.S,G15GE.S,G153,L153,1,dispersal limitation
1292,L154,G153,0.026073331,0.008683739,0.001334066,13.03503254,L15AL.S,G15GE.S,G153,L154,1,variable selection
1293,L21,G153,0.009019942,0.008183262,0.000646641,1.293886001,L2AL.S,G15GE.S,G153,L21,1,dispersal limitation
1294,L22,G153,0.008174127,0.008101299,0.000750226,0.097074584,L2AL.S,G15GE.S,G153,L22,1,dispersal limitation
1295,L23,G153,0.00943395,0.008190883,0.000876955,1.417481167,L2AL.S,G15GE.S,G153,L23,1,dispersal limitation
1296,L24,G153,0.050537211,0.031586787,0.007127194,2.658889737,L2AL.S,G15GE.S,G153,L24,1,variable selection
1297,L251,G153,0.008614717,0.007732815,0.000877026,1.005559723,L25AL.S,G15GE.S,G153,L251,1,dispersal limitation
1298,L252,G153,0.006996161,0.006031901,0.000576242,1.673360861,L25AL.S,G15GE.S,G153,L252,1,dispersal limitation
1299,L253,G153,0.008409855,0.006205887,0.000537777,4.098290102,L25AL.S,G15GE.S,G153,L253,1,variable selection
1300,L254,G153,0.006425251,0.006068862,0.000351468,1.013999009,L25AL.S,G15GE.S,G153,L254,1,dispersal limitation
1301,L401,G153,0.005794294,0.006041246,0.000593511,-0.416087408,L40AL.S,G15GE.S,G153,L401,1,dispersal limitation
1302,L402,G153,0.0061109,0.004904056,0.000373649,3.229884058,L40AL.S,G15GE.S,G153,L402,1,variable selection
1303,L403,G153,0.0065486,0.005012223,0.000489366,3.139526585,L40AL.S,G15GE.S,G153,L403,1,variable selection
1304,L404,G153,0.005874724,0.004973398,0.000474098,1.901136104,L40AL.S,G15GE.S,G153,L404,1,dispersal limitation
1305,RBG0C1,G153,0.008745653,0.006771168,0.000475083,4.156082961,RB.G0.CGE.RB,G15GE.S,G153,RBG0C1,1,variable selection
1306,RBG0C2,G153,0.007840442,0.006443065,0.000619001,2.25747326,RB.G0.CGE.RB,G15GE.S,G153,RBG0C2,1,variable selection
1307,RBG0C3,G153,0.008778206,0.006339005,0.000423986,5.753023903,RB.G0.CGE.RB,G15GE.S,G153,RBG0C3,1,variable selection
1308,RBG0C4,G153,0.008472698,0.006132862,0.000363853,6.430723812,RB.G0.CGE.RB,G15GE.S,G153,RBG0C4,1,variable selection
1309,RBG15C1,G153,0.008713421,0.00566754,0.00046826,6.50468324,RB.G15.CGE.RB,G15GE.S,G153,RBG15C1,1,variable selection
1310,RBG15C2,G153,0.007767392,0.00575904,0.00039604,5.071083321,RB.G15.CGE.RB,G15GE.S,G153,RBG15C2,1,variable selection
1311,RBG15C3,G153,0.009681482,0.005779524,0.000369731,10.55350241,RB.G15.CGE.RB,G15GE.S,G153,RBG15C3,1,variable selection
1312,RBG15C4,G153,0.008109805,0.005679359,0.000374917,6.482617284,RB.G15.CGE.RB,G15GE.S,G153,RBG15C4,1,variable selection
1313,RBG15D1,G153,0.007529954,0.004689742,0.000278527,10.19725024,RB.G15.DGE.RB,G15GE.S,G153,RBG15D1,1,variable selection
1314,RBG15D2,G153,0.007946903,0.005607663,0.000472048,4.95550929,RB.G15.DGE.RB,G15GE.S,G153,RBG15D2,1,variable selection
1315,RBG15D3,G153,0.013812289,0.00654455,0.002316793,3.136981928,RB.G15.DGE.RB,G15GE.S,G153,RBG15D3,1,variable selection
1316,RBG15D4,G153,0.009541906,0.005770315,0.000526027,7.169962176,RB.G15.DGE.RB,G15GE.S,G153,RBG15D4,1,variable selection
1317,RBG28D1,G153,0.009768704,0.006263773,0.000559354,6.266033791,RB.G28.DGE.RB,G15GE.S,G153,RBG28D1,1,variable selection
1318,RBG28D2,G153,0.009238833,0.006046441,0.000579301,5.510761761,RB.G28.DGE.RB,G15GE.S,G153,RBG28D2,1,variable selection
1319,RBG28D3,G153,0.009290386,0.006679465,0.000484221,5.392005412,RB.G28.DGE.RB,G15GE.S,G153,RBG28D3,1,variable selection
1320,RBG28D4,G153,0.0093206,0.006170074,0.000496197,6.349342266,RB.G28.DGE.RB,G15GE.S,G153,RBG28D4,1,variable selection
1321,RBG28J1,G153,0.008178395,0.005767165,0.00042357,5.692635726,RB.G28.JGE.RB,G15GE.S,G153,RBG28J1,1,variable selection
1322,RBG28J2,G153,0.008225184,0.005259222,0.000373788,7.93487644,RB.G28.JGE.RB,G15GE.S,G153,RBG28J2,1,variable selection
1323,RBG28J3,G153,0.01080748,0.006742506,0.000568283,7.153082645,RB.G28.JGE.RB,G15GE.S,G153,RBG28J3,1,variable selection
1324,RBG28J4,G153,0.008745129,0.005669306,0.000332639,9.246737893,RB.G28.JGE.RB,G15GE.S,G153,RBG28J4,1,variable selection
1325,RBG36D1,G153,0.009151359,0.006605447,0.000484201,5.257960279,RB.G36.DGE.RB,G15GE.S,G153,RBG36D1,1,variable selection
1326,RBG36D2,G153,0.009946471,0.007419735,0.000417569,6.051057908,RB.G36.DGE.RB,G15GE.S,G153,RBG36D2,1,variable selection
1327,RBG36D3,G153,0.071985966,0.016453807,0.008216089,6.758952792,RB.G36.DGE.RB,G15GE.S,G153,RBG36D3,1,variable selection
1328,RBG36D4,G153,0.011639568,0.007238036,0.000607439,7.246042175,RB.G36.DGE.RB,G15GE.S,G153,RBG36D4,1,variable selection
1329,RBG36G1,G153,0.013794632,0.0086617,0.000546454,9.393158584,RB.G36.GGE.RB,G15GE.S,G153,RBG36G1,1,variable selection
1330,RBG36G2,G153,0.013225932,0.008254936,0.000628258,7.912352066,RB.G36.GGE.RB,G15GE.S,G153,RBG36G2,1,variable selection
1331,RBG36G3,G153,0.014155713,0.008592852,0.000540501,10.29203862,RB.G36.GGE.RB,G15GE.S,G153,RBG36G3,1,variable selection
1332,RBG36G4,G153,0.01145011,0.007720341,0.00058123,6.41703047,RB.G36.GGE.RB,G15GE.S,G153,RBG36G4,1,variable selection
1333,RBG5C1,G153,0.007845738,0.005539995,0.000281329,8.195897432,RB.G5.CGE.RB,G15GE.S,G153,RBG5C1,1,variable selection
1334,RBG5C2,G153,0.009763638,0.006844221,0.000477786,6.110308158,RB.G5.CGE.RB,G15GE.S,G153,RBG5C2,1,variable selection
1335,RBG5C3,G153,0.007196404,0.005515619,0.000401844,4.182681347,RB.G5.CGE.RB,G15GE.S,G153,RBG5C3,1,variable selection
1336,RBG5C4,G153,0.008190607,0.006592151,0.00047065,3.396273022,RB.G5.CGE.RB,G15GE.S,G153,RBG5C4,1,variable selection
1337,RBG5D1,G153,0.00783278,0.006275355,0.000570246,2.73114508,RB.G5.DGE.RB,G15GE.S,G153,RBG5D1,1,variable selection
1338,RBG5D2,G153,0.009352897,0.006326166,0.000601383,5.032946827,RB.G5.DGE.RB,G15GE.S,G153,RBG5D2,1,variable selection
1339,RBG5D3,G153,0.006326232,0.005061079,0.000394798,3.204560883,RB.G5.DGE.RB,G15GE.S,G153,RBG5D3,1,variable selection
1340,RBG5D4,G153,0.006994865,0.005936373,0.000421944,2.508607828,RB.G5.DGE.RB,G15GE.S,G153,RBG5D4,1,variable selection
1341,RBL15B1,G153,0.011972933,0.00742133,0.000454957,10.00446622,RB.L15.BAL.RB,G15GE.S,G153,RBL15B1,1,variable selection
1342,RBL15B2,G153,0.010624665,0.007254354,0.000542944,6.20747837,RB.L15.BAL.RB,G15GE.S,G153,RBL15B2,1,variable selection
1343,RBL15B3,G153,0.009703489,0.007078869,0.00044569,5.888888701,RB.L15.BAL.RB,G15GE.S,G153,RBL15B3,1,variable selection
1344,RBL15B4,G153,0.009013642,0.006528777,0.000797235,3.116855247,RB.L15.BAL.RB,G15GE.S,G153,RBL15B4,1,variable selection
1345,RBL15S1,G153,0.040063219,0.010740274,0.001242155,23.60651784,RB.L15.SAL.RB,G15GE.S,G153,RBL15S1,0.6,variable selection
1346,RBL15S2,G153,0.045510036,0.010417989,0.001149143,30.53756842,RB.L15.SAL.RB,G15GE.S,G153,RBL15S2,0.5,variable selection
1347,RBL15S3,G153,0.038619059,0.011565156,0.001290793,20.95913535,RB.L15.SAL.RB,G15GE.S,G153,RBL15S3,0.8,variable selection
1348,RBL15S4,G153,0.048402506,0.01103264,0.001400331,26.68645219,RB.L15.SAL.RB,G15GE.S,G153,RBL15S4,0.8,variable selection
1349,RBL25B1,G153,0.021095343,0.012270549,0.001126475,7.833989554,RB.L25.BAL.RB,G15GE.S,G153,RBL25B1,0.9,variable selection
1350,RBL25B2,G153,0.010564094,0.007519645,0.000502255,6.061556773,RB.L25.BAL.RB,G15GE.S,G153,RBL25B2,1,variable selection
1351,RBL25B3,G153,0.009991527,0.007540463,0.000431422,5.681358511,RB.L25.BAL.RB,G15GE.S,G153,RBL25B3,1,variable selection
1352,RBL25B4,G153,0.010350522,0.007563244,0.000508319,5.483321349,RB.L25.BAL.RB,G15GE.S,G153,RBL25B4,1,variable selection
1353,RBL25S1,G153,0.023001774,0.008938352,0.000680607,20.66305638,RB.L25.SAL.RB,G15GE.S,G153,RBL25S1,0.8,variable selection
1354,RBL25S2,G153,0.025430894,0.01209221,0.000964683,13.82701809,RB.L25.SAL.RB,G15GE.S,G153,RBL25S2,0,variable selection
1355,RBL25S3,G153,0.025745673,0.009453251,0.000645024,25.25863824,RB.L25.SAL.RB,G15GE.S,G153,RBL25S3,0.9,variable selection
1356,RBL25S4,G153,0.052176526,0.013428364,0.001850409,20.94031737,RB.L25.SAL.RB,G15GE.S,G153,RBL25S4,0.4,variable selection
1357,RBL40B1,G153,0.010473329,0.006719351,0.000442734,8.479073873,RB.L40.BAL.RB,G15GE.S,G153,RBL40B1,1,variable selection
1358,RBL40B2,G153,0.013932212,0.007330923,0.000617342,10.69307721,RB.L40.BAL.RB,G15GE.S,G153,RBL40B2,1,variable selection
1359,RBL40B3,G153,0.013454883,0.006231015,0.000546866,13.2095788,RB.L40.BAL.RB,G15GE.S,G153,RBL40B3,1,variable selection
1360,RBL40B4,G153,0.016832182,0.007185022,0.000582982,16.54796335,RB.L40.BAL.RB,G15GE.S,G153,RBL40B4,1,variable selection
1361,RBL40S1,G153,0.068049701,0.012957541,0.002039897,27.0073214,RB.L40.SAL.RB,G15GE.S,G153,RBL40S1,0.3,variable selection
1362,RBL40S2,G153,0.045438844,0.012206616,0.001077147,30.85206844,RB.L40.SAL.RB,G15GE.S,G153,RBL40S2,0,variable selection
1363,RBL40S3,G153,0.099701682,0.02175981,0.0077806,10.01746297,RB.L40.SAL.RB,G15GE.S,G153,RBL40S3,0.3,variable selection
1364,RBL40S4,G153,0.057961924,0.012513735,0.001631637,27.85435017,RB.L40.SAL.RB,G15GE.S,G153,RBL40S4,-0.2,variable selection
1365,RG0C1,G153,0.048307731,0.015242677,0.001932038,17.11408492,R.G0.CGE.R,G15GE.S,G153,RG0C1,0.2,variable selection
1366,RG0C2,G153,0.046541777,0.018584299,0.003736097,7.483070333,R.G0.CGE.R,G15GE.S,G153,RG0C2,-0.5,variable selection
1367,RG0C3,G153,0.074912399,0.018963108,0.002648746,21.12293745,R.G0.CGE.R,G15GE.S,G153,RG0C3,0.2,variable selection
1368,RG0C4,G153,0.056132691,0.018245384,0.002283971,16.58834806,R.G0.CGE.R,G15GE.S,G153,RG0C4,-0.3,variable selection
1369,RG15C1,G153,0.093002115,0.020823027,0.004853441,14.87173454,R.G15.CGE.R,G15GE.S,G153,RG15C1,0,variable selection
1370,RG15C2,G153,0.126158459,0.020125087,0.006039402,17.5569314,R.G15.CGE.R,G15GE.S,G153,RG15C2,-0.2,variable selection
1371,RG15C3,G153,0.066371649,0.015234498,0.002195355,23.29333903,R.G15.CGE.R,G15GE.S,G153,RG15C3,0.3,variable selection
1372,RG15C4,G153,0.06037913,0.018729992,0.003713669,11.21509058,R.G15.CGE.R,G15GE.S,G153,RG15C4,-0.1,variable selection
1373,RG15D1,G153,0.145806592,0.034728079,0.012847798,8.6457235,R.G15.DGE.R,G15GE.S,G153,RG15D1,0.9,variable selection
1374,RG15D2,G153,0.127207624,0.015064357,0.004684061,23.94145988,R.G15.DGE.R,G15GE.S,G153,RG15D2,0.5,variable selection
1375,RG15D3,G153,0.081750753,0.01642231,0.003455306,18.90670449,R.G15.DGE.R,G15GE.S,G153,RG15D3,0.2,variable selection
1376,RG15D4,G153,0.081899239,0.025556872,0.004104092,13.72833893,R.G15.DGE.R,G15GE.S,G153,RG15D4,0.2,variable selection
1377,RG28D1,G153,0.145276628,0.017740807,0.006727064,18.95861563,R.G28.DGE.R,G15GE.S,G153,RG28D1,0.3,variable selection
1378,RG28D2,G153,0.166498588,0.016739958,0.007010791,21.36116048,R.G28.DGE.R,G15GE.S,G153,RG28D2,0.8,variable selection
1379,RG28D3,G153,0.121577544,0.017349005,0.005162814,20.18831975,R.G28.DGE.R,G15GE.S,G153,RG28D3,-0.4,variable selection
1380,RG28D4,G153,0.155167498,0.018738956,0.007429106,18.36405868,R.G28.DGE.R,G15GE.S,G153,RG28D4,0,variable selection
1381,RG28J1,G153,0.198540879,0.020087761,0.008742722,20.41161988,R.G28.JGE.R,G15GE.S,G153,RG28J1,0.7,variable selection
1382,RG28J2,G153,0.148887957,0.01914557,0.006056512,21.42196667,R.G28.JGE.R,G15GE.S,G153,RG28J2,0.7,variable selection
1383,RG28J3,G153,0.119638962,0.01507515,0.005103416,20.48898517,R.G28.JGE.R,G15GE.S,G153,RG28J3,0.9,variable selection
1384,RG28J4,G153,0.095680859,0.016705834,0.002651085,29.78970452,R.G28.JGE.R,G15GE.S,G153,RG28J4,0.3,variable selection
1385,RG36D1,G153,0.0595288,0.015103579,0.003712442,11.96657487,R.G36.DGE.R,G15GE.S,G153,RG36D1,-0.2,variable selection
1386,RG36D2,G153,0.044110014,0.011574407,0.001312098,24.79662857,R.G36.DGE.R,G15GE.S,G153,RG36D2,0.5,variable selection
1387,RG36D3,G153,0.067371996,0.018136824,0.003310287,14.87338402,R.G36.DGE.R,G15GE.S,G153,RG36D3,-0.5,variable selection
1388,RG36D4,G153,0.159924893,0.020000194,0.006181792,22.63497213,R.G36.DGE.R,G15GE.S,G153,RG36D4,0.3,variable selection
1389,RG36G1,G153,0.153265831,0.02117714,0.009239992,14.29532547,R.G36.GGE.R,G15GE.S,G153,RG36G1,-0.2,variable selection
1390,RG36G2,G153,0.166843054,0.021242628,0.010637123,13.68795202,R.G36.GGE.R,G15GE.S,G153,RG36G2,-0.2,variable selection
1391,RG36G3,G153,0.152829728,0.025002205,0.008906848,14.35160028,R.G36.GGE.R,G15GE.S,G153,RG36G3,-0.6,variable selection
1392,RG36G4,G153,0.189979293,0.023703884,0.00888732,18.70928485,R.G36.GGE.R,G15GE.S,G153,RG36G4,0.7,variable selection
1393,RG5C1,G153,0.138690679,0.020592128,0.00465582,25.36579111,R.G5.CGE.R,G15GE.S,G153,RG5C1,0,variable selection
1394,RG5C2,G153,0.118447812,0.018407318,0.003026512,33.05471067,R.G5.CGE.R,G15GE.S,G153,RG5C2,-0.5,variable selection
1395,RG5C3,G153,0.048694178,0.017943421,0.002501412,12.29336136,R.G5.CGE.R,G15GE.S,G153,RG5C3,-0.5,variable selection
1396,RG5C4,G153,0.03061289,0.014163178,0.002251338,7.306637707,R.G5.CGE.R,G15GE.S,G153,RG5C4,0.4,variable selection
1397,RG5Z1,G153,0.085094191,0.01411794,0.003798265,18.68649465,R.G5.ZGE.R,G15GE.S,G153,RG5Z1,1,variable selection
1398,RG5Z2,G153,0.039714173,0.010122658,0.002482579,11.91966784,R.G5.ZGE.R,G15GE.S,G153,RG5Z2,1,variable selection
1399,RG5Z3,G153,0.10394511,0.01300295,0.005368432,16.94017197,R.G5.ZGE.R,G15GE.S,G153,RG5Z3,1,variable selection
1400,RG5Z4,G153,0.044010553,0.013395419,0.002932282,10.44072046,R.G5.ZGE.R,G15GE.S,G153,RG5Z4,0.9,variable selection
1401,RJG0C1,G153,0.010096947,0.007302155,0.000468748,5.962250248,RJ.G0.CGE.RJ,G15GE.S,G153,RJG0C1,1,variable selection
1402,RJG0C2,G153,0.010894536,0.006945152,0.000503644,7.841624539,RJ.G0.CGE.RJ,G15GE.S,G153,RJG0C2,1,variable selection
1403,RJG0C3,G153,0.008712925,0.006723786,0.000540801,3.678136247,RJ.G0.CGE.RJ,G15GE.S,G153,RJG0C3,1,variable selection
1404,RJG0C4,G153,0.012754005,0.007555024,0.000666631,7.798886263,RJ.G0.CGE.RJ,G15GE.S,G153,RJG0C4,1,variable selection
1405,RJG15C1,G153,0.011469593,0.005409645,0.000372666,16.26108783,RJ.G15.CGE.RJ,G15GE.S,G153,RJG15C1,1,variable selection
1406,RJG15C2,G153,0.015216748,0.005984056,0.000586392,15.74491108,RJ.G15.CGE.RJ,G15GE.S,G153,RJG15C2,1,variable selection
1407,RJG15C3,G153,0.011273325,0.005247542,0.000415746,14.49391245,RJ.G15.CGE.RJ,G15GE.S,G153,RJG15C3,1,variable selection
1408,RJG15C4,G153,0.012501464,0.005799712,0.000585623,11.44379452,RJ.G15.CGE.RJ,G15GE.S,G153,RJG15C4,1,variable selection
1409,RJG15D1,G153,0.066212021,0.013429799,0.006926693,7.62011871,RJ.G15.DGE.RJ,G15GE.S,G153,RJG15D1,1,variable selection
1410,RJG15D2,G153,0.013275093,0.005486283,0.000482455,16.14410197,RJ.G15.DGE.RJ,G15GE.S,G153,RJG15D2,1,variable selection
1411,RJG15D3,G153,0.009261874,0.00545594,0.000398416,9.552658915,RJ.G15.DGE.RJ,G15GE.S,G153,RJG15D3,1,variable selection
1412,RJG15D4,G153,0.010174277,0.004585318,0.000295029,18.9437929,RJ.G15.DGE.RJ,G15GE.S,G153,RJG15D4,1,variable selection
1413,RJG28D1,G153,0.010536043,0.006096649,0.000335943,13.21472345,RJ.G28.DGE.RJ,G15GE.S,G153,RJG28D1,1,variable selection
1414,RJG28D2,G153,0.013400792,0.006175323,0.000501879,14.39684227,RJ.G28.DGE.RJ,G15GE.S,G153,RJG28D2,1,variable selection
1415,RJG28D3,G153,0.178664182,0.039659535,0.00740398,18.77431386,RJ.G28.DGE.RJ,G15GE.S,G153,RJG28D3,1,variable selection
1416,RJG28D4,G153,0.010859354,0.005872046,0.00044068,11.31730122,RJ.G28.DGE.RJ,G15GE.S,G153,RJG28D4,1,variable selection
1417,RJG28J1,G153,0.008763005,0.005161038,0.000342334,10.52178331,RJ.G28.JGE.RJ,G15GE.S,G153,RJG28J1,1,variable selection
1418,RJG28J2,G153,0.008672634,0.004760202,0.000389122,10.05450368,RJ.G28.JGE.RJ,G15GE.S,G153,RJG28J2,1,variable selection
