	SampleID	Compartment	Cultivar	Site	Group	Type	Age	Phylum2	RA
1334	L402	Soil	Soil	AL	L40	NA	40	Acidobacteria	0.156138068
1335	L403	Soil	Soil	AL	L40	NA	40	Acidobacteria	0.154049855
1336	L404	Soil	Soil	AL	L40	NA	40	Acidobacteria	0.140429374
1341	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Acidobacteria	0.051397824
1342	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Acidobacteria	0.056722518
1343	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Acidobacteria	0.043663601
1344	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Acidobacteria	0.04643692
1349	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Acidobacteria	0.061649042
1350	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Acidobacteria	0.063268497
1351	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Acidobacteria	0.062150726
1352	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Acidobacteria	0.060318007
1357	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Acidobacteria	0.063430173
1358	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Acidobacteria	0.065821344
1359	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Acidobacteria	0.040255388
1360	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Acidobacteria	0.069626546
1365	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Acidobacteria	0.081700168
1366	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Acidobacteria	0.070227857
1367	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Acidobacteria	0.079054897
1368	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Acidobacteria	0.074255972
1373	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Acidobacteria	0.016221903
1374	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Acidobacteria	0.071250517
1375	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Acidobacteria	0.096159966
1376	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Acidobacteria	0.03173613
1381	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Acidobacteria	0.067740433
1382	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Acidobacteria	0.092511482
1383	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Acidobacteria	0.082620855
1384	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Acidobacteria	0.087546157
1389	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Acidobacteria	0.007233928
1390	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Acidobacteria	0.008551618
1391	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Acidobacteria	0.021461355
1392	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Acidobacteria	0.026399506
1397	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Acidobacteria	0.025117399
1398	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Acidobacteria	0.016829277
1399	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Acidobacteria	0.015992873
1400	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Acidobacteria	0.013288909
1405	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Acidobacteria	0.016188694
1406	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Acidobacteria	0.053627174
1407	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Acidobacteria	0.018148736
1408	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Acidobacteria	0.009946708
1409	L151	Soil	Soil	AL	L15	NA	15	Unassigned	0.11572962
1410	L152	Soil	Soil	AL	L15	NA	15	Unassigned	0.109549951
1411	L153	Soil	Soil	AL	L15	NA	15	Unassigned	0.11298863
1412	L154	Soil	Soil	AL	L15	NA	15	Unassigned	0.094141829
1413	L21	Soil	Soil	AL	L2	NA	2	Unassigned	0.146078733
1414	L22	Soil	Soil	AL	L2	NA	2	Unassigned	0.142165438
1415	L23	Soil	Soil	AL	L2	NA	2	Unassigned	0.1482645
1416	L24	Soil	Soil	AL	L2	NA	2	Unassigned	0.015876403
1417	L251	Soil	Soil	AL	L25	NA	25	Unassigned	0.136260696
1418	L252	Soil	Soil	AL	L25	NA	25	Unassigned	0.131703753
1419	L253	Soil	Soil	AL	L25	NA	25	Unassigned	0.111621122
1420	L254	Soil	Soil	AL	L25	NA	25	Unassigned	0.134259898
1421	L401	Soil	Soil	AL	L40	NA	40	Unassigned	0.121959414
1422	L402	Soil	Soil	AL	L40	NA	40	Unassigned	0.136230095
1423	L403	Soil	Soil	AL	L40	NA	40	Unassigned	0.116638519
1424	L404	Soil	Soil	AL	L40	NA	40	Unassigned	0.10249188
1429	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Unassigned	0.049559809
1430	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Unassigned	0.044297973
1431	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Unassigned	0.043313969
1432	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Unassigned	0.052624342
1437	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Unassigned	0.055621491
1438	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Unassigned	0.043367077
1439	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Unassigned	0.052277929
1440	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Unassigned	0.054664848
1445	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Unassigned	0.059240265
1446	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Unassigned	0.052823846
1447	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Unassigned	0.03408263
1448	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Unassigned	0.054738768
1453	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Unassigned	0.064523813
1454	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Unassigned	0.061089353
1455	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Unassigned	0.064766908
1456	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Unassigned	0.0645002
1461	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Unassigned	0.022341882
1462	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Unassigned	0.058906648
1463	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Unassigned	0.072875782
1464	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Unassigned	0.022975843
1469	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Unassigned	0.049584027
1470	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Unassigned	0.065805764
1471	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Unassigned	0.063249815
1472	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Unassigned	0.067569004
1477	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Unassigned	0.042021205
1478	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Unassigned	0.101710324
1479	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Unassigned	0.02961731
1480	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Unassigned	0.023613947
1485	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Unassigned	0.045033113
1486	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Unassigned	0.103862125
1487	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Unassigned	0.087836654
1488	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Unassigned	0.039674505
1493	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Unassigned	0.057255175
1494	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Unassigned	0.040248253
1495	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Unassigned	0.027510808
1496	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Unassigned	0.035500314
1497	L151	Soil	Soil	AL	L15	NA	15	Cyanobacteria	6.79E-05
1498	L152	Soil	Soil	AL	L15	NA	15	Cyanobacteria	0.000122296
1499	L153	Soil	Soil	AL	L15	NA	15	Cyanobacteria	0.000123141
1500	L154	Soil	Soil	AL	L15	NA	15	Cyanobacteria	0.000178143
1501	L21	Soil	Soil	AL	L2	NA	2	Cyanobacteria	0.000433676
1502	L22	Soil	Soil	AL	L2	NA	2	Cyanobacteria	0.000223905
1503	L23	Soil	Soil	AL	L2	NA	2	Cyanobacteria	0.000335093
1504	L24	Soil	Soil	AL	L2	NA	2	Cyanobacteria	5.69E-05
1505	L251	Soil	Soil	AL	L25	NA	25	Cyanobacteria	0.000216976
1506	L252	Soil	Soil	AL	L25	NA	25	Cyanobacteria	8.27E-05
1507	L253	Soil	Soil	AL	L25	NA	25	Cyanobacteria	0.000138332
1508	L254	Soil	Soil	AL	L25	NA	25	Cyanobacteria	3.45E-05
1509	L401	Soil	Soil	AL	L40	NA	40	Cyanobacteria	8.06E-05
1510	L402	Soil	Soil	AL	L40	NA	40	Cyanobacteria	0.000295132
1511	L403	Soil	Soil	AL	L40	NA	40	Cyanobacteria	0.000770114
1512	L404	Soil	Soil	AL	L40	NA	40	Cyanobacteria	0.000835568
1517	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Cyanobacteria	0.062172853
1518	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Cyanobacteria	0.033159191
1519	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Cyanobacteria	0.050024205
1520	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Cyanobacteria	0.074811565
1525	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Cyanobacteria	0.018496046
1526	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Cyanobacteria	0.02510865
1527	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Cyanobacteria	0.026358508
1528	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Cyanobacteria	0.073318947
1533	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Cyanobacteria	0.106545243
1534	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Cyanobacteria	0.057893135
1535	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Cyanobacteria	0.056826461
1536	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Cyanobacteria	0.079847808
1541	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Cyanobacteria	0.032129577
1542	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Cyanobacteria	0.020914927
1543	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Cyanobacteria	0.036774656
1544	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Cyanobacteria	0.036580809
1549	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Cyanobacteria	0.009524995
1550	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Cyanobacteria	0.015223216
1551	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Cyanobacteria	0.004137053
1552	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Cyanobacteria	0.002654632
1557	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Cyanobacteria	0.017810316
1558	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Cyanobacteria	0.018172136
1559	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Cyanobacteria	0.047132013
1560	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Cyanobacteria	0.023988524
1565	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Cyanobacteria	0.577788216
1566	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Cyanobacteria	0.444545455
1567	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Cyanobacteria	0.393868641
1568	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Cyanobacteria	0.227766963
1573	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Cyanobacteria	0.083636364
1574	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Cyanobacteria	0.562354411
1575	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Cyanobacteria	0.186700356
1576	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Cyanobacteria	0.56655347
1581	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Cyanobacteria	0.388891307
1582	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Cyanobacteria	0.152705515
1583	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Cyanobacteria	0.325464216
1584	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Cyanobacteria	0.652262421
1585	L151	Soil	Soil	AL	L15	NA	15	Actinobacteria	0.119624367
1586	L152	Soil	Soil	AL	L15	NA	15	Actinobacteria	0.156620285
1587	L153	Soil	Soil	AL	L15	NA	15	Actinobacteria	0.121198024
1588	L154	Soil	Soil	AL	L15	NA	15	Actinobacteria	0.079972593
1589	L21	Soil	Soil	AL	L2	NA	2	Actinobacteria	0.080873507
1590	L22	Soil	Soil	AL	L2	NA	2	Actinobacteria	0.103751802
1591	L23	Soil	Soil	AL	L2	NA	2	Actinobacteria	0.082460696
1592	L24	Soil	Soil	AL	L2	NA	2	Actinobacteria	0.016658842
1593	L251	Soil	Soil	AL	L25	NA	25	Actinobacteria	0.098886644
1594	L252	Soil	Soil	AL	L25	NA	25	Actinobacteria	0.126244244
1595	L253	Soil	Soil	AL	L25	NA	25	Actinobacteria	0.138168237
1596	L254	Soil	Soil	AL	L25	NA	25	Actinobacteria	0.136156711
1597	L401	Soil	Soil	AL	L40	NA	40	Actinobacteria	0.162451283
1598	L402	Soil	Soil	AL	L40	NA	40	Actinobacteria	0.195296674
1599	L403	Soil	Soil	AL	L40	NA	40	Actinobacteria	0.201067351
1600	L404	Soil	Soil	AL	L40	NA	40	Actinobacteria	0.252732443
1605	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Actinobacteria	0.229658635
1606	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Actinobacteria	0.177015943
1607	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Actinobacteria	0.189876822
1608	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Actinobacteria	0.260984238
1613	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Actinobacteria	0.253543853
1614	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Actinobacteria	0.24259328
1615	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Actinobacteria	0.248123902
1616	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Actinobacteria	0.198562218
1621	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Actinobacteria	0.227378466
1622	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Actinobacteria	0.25988379
1623	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Actinobacteria	0.162544872
1624	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Actinobacteria	0.206771752
1629	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Actinobacteria	0.287961995
1630	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Actinobacteria	0.308380775
1631	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Actinobacteria	0.279763326
1632	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Actinobacteria	0.302855999
1637	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Actinobacteria	0.104220636
1638	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Actinobacteria	0.321100551
1639	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Actinobacteria	0.285960539
1640	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Actinobacteria	0.195327847
1645	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Actinobacteria	0.372778702
1646	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Actinobacteria	0.342488185
1647	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Actinobacteria	0.325289652
1648	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Actinobacteria	0.334590761
1653	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Actinobacteria	0.180499262
1654	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Actinobacteria	0.144884438
1655	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Actinobacteria	0.157889687
1656	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Actinobacteria	0.131142871
1661	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Actinobacteria	0.335918122
1662	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Actinobacteria	0.095270247
1663	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Actinobacteria	0.313883858
1664	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Actinobacteria	0.169834049
1669	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Actinobacteria	0.224045143
1670	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Actinobacteria	0.226884198
1671	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Actinobacteria	0.287471618
1672	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Actinobacteria	0.128562444
1673	L151	Soil	Soil	AL	L15	NA	15	Proteobacteria	0.397359172
1674	L152	Soil	Soil	AL	L15	NA	15	Proteobacteria	0.375760952
1675	L153	Soil	Soil	AL	L15	NA	15	Proteobacteria	0.377467949
1676	L154	Soil	Soil	AL	L15	NA	15	Proteobacteria	0.364193217
1677	L21	Soil	Soil	AL	L2	NA	2	Proteobacteria	0.348003693
1678	L22	Soil	Soil	AL	L2	NA	2	Proteobacteria	0.333813795
1679	L23	Soil	Soil	AL	L2	NA	2	Proteobacteria	0.297478428
1680	L24	Soil	Soil	AL	L2	NA	2	Proteobacteria	0.107179947
1681	L251	Soil	Soil	AL	L25	NA	25	Proteobacteria	0.393173404
1682	L252	Soil	Soil	AL	L25	NA	25	Proteobacteria	0.372873411
1683	L253	Soil	Soil	AL	L25	NA	25	Proteobacteria	0.425080798
1684	L254	Soil	Soil	AL	L25	NA	25	Proteobacteria	0.351065664
1685	L401	Soil	Soil	AL	L40	NA	40	Proteobacteria	0.312726784
1686	L402	Soil	Soil	AL	L40	NA	40	Proteobacteria	0.327515662
1687	L403	Soil	Soil	AL	L40	NA	40	Proteobacteria	0.3156117
1688	L404	Soil	Soil	AL	L40	NA	40	Proteobacteria	0.312057789
1693	RBL15S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Proteobacteria	0.507798245
1694	RBL15S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Proteobacteria	0.467476924
1695	RBL15S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Proteobacteria	0.580065623
1696	RBL15S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L15S	NA	15	Proteobacteria	0.468869139
1701	RBL25S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Proteobacteria	0.464054728
1702	RBL25S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Proteobacteria	0.542797329
1703	RBL25S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Proteobacteria	0.497405397
1704	RBL25S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L25S	NA	25	Proteobacteria	0.488514954
1709	RBL40S1	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Proteobacteria	0.431943747
1710	RBL40S2	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Proteobacteria	0.435561791
1711	RBL40S3	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Proteobacteria	0.246367213
1712	RBL40S4	Rhizoplane	Hippophae rhamnoides	AL	RB.L40S	NA	40	Proteobacteria	0.454388779
1717	RJL15S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Proteobacteria	0.430308724
1718	RJL15S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Proteobacteria	0.413574514
1719	RJL15S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Proteobacteria	0.433733981
1720	RJL15S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L15S	NA	15	Proteobacteria	0.419538236
1725	RJL25S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Proteobacteria	0.673016663
1726	RJL25S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Proteobacteria	0.437700788
1727	RJL25S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Proteobacteria	0.439774053
1728	RJL25S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L25S	NA	25	Proteobacteria	0.69404035
1733	RJL40S1	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Proteobacteria	0.40359401
1734	RJL40S2	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Proteobacteria	0.395540172
1735	RJL40S3	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Proteobacteria	0.387592032
1736	RJL40S4	Rhizosphere	Hippophae rhamnoides	AL	RJ.L40S	NA	40	Proteobacteria	0.394508939
1741	RL15S1	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Proteobacteria	0.15224802
1742	RL15S2	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Proteobacteria	0.236918336
1743	RL15S3	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Proteobacteria	0.182533463
1744	RL15S4	Endosphere	Hippophae rhamnoides	AL	R.L15S	NA	15	Proteobacteria	0.169871643
1749	RL25S1	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Proteobacteria	0.442889825
1750	RL25S2	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Proteobacteria	0.180631984
1751	RL25S3	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Proteobacteria	0.236008062
1752	RL25S4	Endosphere	Hippophae rhamnoides	AL	R.L25S	NA	25	Proteobacteria	0.178945345
1757	RL40S1	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Proteobacteria	0.269971133
1758	RL40S2	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Proteobacteria	0.366545265
1759	RL40S3	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Proteobacteria	0.285247737
1760	RL40S4	Endosphere	Hippophae rhamnoides	AL	R.L40S	NA	40	Proteobacteria	0.135132899
